"Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,Processor Graphics ‡"
"Intel® Core™ i7-7700T Processor,Q1'17,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 630"
"Intel® Core™ i7-7820EQ Processor,Q1'17,4,3.70 GHz,8 MB,Intel® HD Graphics 630"
"Intel® Core™ i7-7820HK Processor,Q1'17,4,3.90 GHz,8 MB,Intel® HD Graphics 630"
"Intel® Core™ i7-7820HQ Processor,Q1'17,4,3.90 GHz,8 MB,Intel® HD Graphics 630"
"Intel® Core™ i7-7920HQ Processor,Q1'17,4,4.10 GHz,8 MB,Intel® HD Graphics 630"
"Intel® Core™ i3-6006U Processor,Q4'16,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 520"
"Intel® Core™ i7-7600U Processor,Q3'16,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 620"
"Intel® Core™ i3-6157U Processor,Q3'16,2,,3 MB Intel® Smart Cache,Intel® Iris® Graphics 550"
"Intel® Core™ i3-7100U Processor,Q3'16,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 620"
"Intel® Core™ i5-7200U Processor,Q3'16,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 620"
"Intel® Core™ i5-7Y54 Processor,Q3'16,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615"
"Intel® Core™ i7-7500U Processor,Q3'16,2,3.50 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 620"
"Intel® Core™ i7-7Y75 Processor,Q3'16,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615"
"Intel® Core™ m3-7Y30 Processor,Q3'16,2,2.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615"
"Intel® Core™ i7-6800K Processor,Q2'16,6,3.60 GHz,15 MB Intel® Smart Cache,"
"Intel® Core™ i7-6850K Processor,Q2'16,6,3.80 GHz,15 MB,"
"Intel® Core™ i7-6900K Processor,Q2'16,8,3.70 GHz,20 MB,"
"Intel® Core™ i7-6950X Processor Extreme Edition,Q2'16,10,3.50 GHz,25 MB,"
"Intel® Core™ i5-6585R Processor,Q2'16,4,3.60 GHz,6 MB,Intel® Iris® Pro Graphics 580"
"Intel® Core™ i5-6685R Processor,Q2'16,4,3.80 GHz,6 MB,Intel® Iris® Pro Graphics 580"
"Intel® Core™ i7-6785R Processor,Q2'16,4,3.90 GHz,8 MB,Intel® Iris® Pro Graphics 580"
"Intel® Core™ i7-6660U Processor,Q1'16,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540"
"Intel® Core™ i5-6350HQ Processor,Q1'16,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580"
"Intel® Core™ i7-6770HQ Processor,Q1'16,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580"
"Intel® Core™ i7-6870HQ Processor,Q1'16,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580"
"Intel® Core™ i7-6970HQ Processor,Q1'16,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580"
"Intel® Core™ i3-6098P Processor,Q4'15,2,,3 MB,Intel® HD Graphics 510"
"Intel® Core™ i5-6402P Processor,Q4'15,4,3.40 GHz,6 MB,Intel® HD Graphics 510"
"Intel® Core™ i3-6100E Processor,Q4'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i3-6100TE Processor,Q4'15,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i3-6102E Processor,Q4'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6440EQ Processor,Q4'15,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6442EQ Processor,Q4'15,4,2.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6500TE Processor,Q4'15,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6700TE Processor,Q4'15,4,3.40 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6820EQ Processor,Q4'15,4,3.50 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6822EQ Processor,Q4'15,4,2.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i3-6100 Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i3-6100H Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i3-6100T Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i3-6100U Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 520"
"Intel® Core™ i3-6167U Processor,Q3'15,2,,3 MB Intel® Smart Cache,Intel® Iris® Graphics 550"
"Intel® Core™ i3-6300 Processor,Q3'15,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i3-6300T Processor,Q3'15,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i3-6320 Processor,Q3'15,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6200U Processor,Q3'15,2,2.80 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 520"
"Intel® Core™ i5-6260U Processor,Q3'15,2,2.90 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540"
"Intel® Core™ i5-6267U Processor,Q3'15,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 550"
"Intel® Core™ i5-6287U Processor,Q3'15,2,3.50 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 550"
"Intel® Core™ i5-6300HQ Processor,Q3'15,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6300U Processor,Q3'15,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 520"
"Intel® Core™ i5-6360U Processor,Q3'15,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540"
"Intel® Core™ i5-6400 Processor,Q3'15,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6400T Processor,Q3'15,4,2.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6440HQ Processor,Q3'15,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6500 Processor,Q3'15,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6500T Processor,Q3'15,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6600 Processor,Q3'15,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i5-6600T Processor,Q3'15,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6500U Processor,Q3'15,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 520"
"Intel® Core™ i7-6560U Processor,Q3'15,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540"
"Intel® Core™ i7-6600U Processor,Q3'15,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 520"
"Intel® Core™ i7-6650U Processor,Q3'15,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540"
"Intel® Core™ i7-6700 Processor,Q3'15,4,4.00 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6700HQ Processor,Q3'15,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6700T Processor,Q3'15,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6820HK Processor,Q3'15,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6820HQ Processor,Q3'15,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6920HQ Processor,Q3'15,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ m3-6Y30 Processor,Q3'15,2,2.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 515"
"Intel® Core™ m5-6Y54 Processor,Q3'15,2,2.70 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 515"
"Intel® Core™ m5-6Y57 Processor,Q3'15,2,2.80 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 515"
"Intel® Core™ m7-6Y75 Processor,Q3'15,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 515"
"Intel® Core™ i5-6600K Processor,Q3'15,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6700K Processor,Q3'15,4,4.20 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 530"
"Intel® Core™ i7-6567U Processor,Q3'15,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 550"
"Intel® Core™ i5-5350H Processor,Q2'15,2,3.50 GHz,4 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i5-5575R Processor,Q2'15,4,3.30 GHz,4 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i5-5675C Processor,Q2'15,4,3.60 GHz,4 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i5-5675R Processor,Q2'15,4,3.60 GHz,4 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i7-5700EQ Processor,Q2'15,4,3.40 GHz,6 MB Intel® Smart Cache,"
"Intel® Core™ i7-5700HQ Processor,Q2'15,4,3.50 GHz,6 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i7-5750HQ Processor,Q2'15,4,3.40 GHz,6 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i7-5775C Processor,Q2'15,4,3.70 GHz,6 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i7-5775R Processor,Q2'15,4,3.80 GHz,6 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i7-5850EQ Processor,Q2'15,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i7-5850HQ Processor,Q2'15,4,3.60 GHz,6 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i7-5950HQ Processor,Q2'15,4,3.80 GHz,6 MB,Intel® Iris® Pro Graphics 6200"
"Intel® Core™ i3-4170 Processor,Q1'15,2,,3 MB,Intel® HD Graphics 4400"
"Intel® Core™ i3-4170T Processor,Q1'15,2,,3 MB,Intel® HD Graphics 4400"
"Intel® Core™ i3-4370T Processor,Q1'15,2,,4 MB,Intel® HD Graphics 4600"
"Intel® Core™ i3-5015U Processor,Q1'15,2,,3 MB,Intel® HD Graphics 5500"
"Intel® Core™ i3-5020U Processor,Q1'15,2,,3 MB,Intel® HD Graphics 5500"
"Intel® Core™ i7-4720HQ Processor,Q1'15,4,3.60 GHz,6 MB,Intel® HD Graphics 4600"
"Intel® Core™ i7-4722HQ Processor,Q1'15,4,3.40 GHz,6 MB,Intel® HD Graphics 4600"
"Intel® Core™ i3-5005U Processor,Q1'15,2,,3 MB,Intel® HD Graphics 5500"
"Intel® Core™ i3-5010U Processor,Q1'15,2,,3 MB,Intel® HD Graphics 5500"
"Intel® Core™ i3-5157U Processor,Q1'15,2,,3 MB,Intel® Iris® Graphics 6100"
"Intel® Core™ i5-5200U Processor,Q1'15,2,2.70 GHz,3 MB,Intel® HD Graphics 5500"
"Intel® Core™ i5-5250U Processor,Q1'15,2,2.70 GHz,3 MB,Intel® HD Graphics 6000"
"Intel® Core™ i5-5257U Processor,Q1'15,2,3.10 GHz,3 MB,Intel® Iris® Graphics 6100"
"Intel® Core™ i5-5287U Processor,Q1'15,2,3.30 GHz,3 MB,Intel® Iris® Graphics 6100"
"Intel® Core™ i5-5300U Processor,Q1'15,2,2.90 GHz,3 MB,Intel® HD Graphics 5500"
"Intel® Core™ i5-5350U Processor,Q1'15,2,2.90 GHz,3 MB,Intel® HD Graphics 6000"
"Intel® Core™ i7-5500U Processor,Q1'15,2,3.00 GHz,4 MB,Intel® HD Graphics 5500"
"Intel® Core™ i7-5550U Processor,Q1'15,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 6000"
"Intel® Core™ i7-5557U Processor,Q1'15,2,3.40 GHz,4 MB,Intel® Iris® Graphics 6100"
"Intel® Core™ i7-5600U Processor,Q1'15,2,3.20 GHz,4 MB,Intel® HD Graphics 5500"
"Intel® Core™ i7-5650U Processor,Q1'15,2,3.10 GHz,4 MB,Intel® HD Graphics 6000"
"Intel® Core™ M-5Y10c Processor,Q4'14,2,2.00 GHz,4 MB,Intel® HD Graphics 5300"
"Intel® Core™ M-5Y31 Processor,Q4'14,2,2.40 GHz,4 MB,Intel® HD Graphics 5300"
"Intel® Core™ M-5Y51 Processor,Q4'14,2,2.60 GHz,4 MB,Intel® HD Graphics 5300"
"Intel® Core™ M-5Y71 Processor,Q4'14,2,2.90 GHz,4 MB,Intel® HD Graphics 5300"
"Intel® Core™ M-5Y10 Processor,Q3'14,2,2.00 GHz,4 MB,Intel® HD Graphics 5300"
"Intel® Core™ M-5Y10a Processor,Q3'14,2,2.00 GHz,4 MB,Intel® HD Graphics 5300"
"Intel® Core™ M-5Y70 Processor,Q3'14,2,2.60 GHz,4 MB,Intel® HD Graphics 5300"
"Intel® Core™ i7-5820K Processor,Q3'14,6,3.60 GHz,15 MB Intel® Smart Cache,"
"Intel® Core™ i7-5930K Processor,Q3'14,6,3.70 GHz,15 MB Intel® Smart Cache,"
"Intel® Core™ i7-5960X Processor Extreme Edition,Q3'14,8,3.50 GHz,20 MB Intel® Smart Cache,"
"Intel® Core™ i3-4160 Processor,Q3'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4160T Processor,Q3'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4360T Processor,Q3'14,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4370 Processor,Q3'14,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4210H Processor,Q3'14,2,3.50 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4278U Processor,Q3'14,2,3.10 GHz,3 MB,Intel® Iris® Graphics 5100"
"Intel® Core™ i5-4308U Processor,Q3'14,2,3.30 GHz,3 MB,Intel® Iris® Graphics 5100"
"Intel® Core™ i7-4578U Processor,Q3'14,2,3.50 GHz,4 MB,Intel® Iris® Graphics 5100"
"Intel® Core™ i7-4770HQ Processor,Q3'14,4,3.40 GHz,6 MB,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i7-4870HQ Processor,Q3'14,4,3.70 GHz,6 MB,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i7-4980HQ Processor,Q3'14,4,4.00 GHz,6 MB,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i5-4690K Processor,Q2'14,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4790K Processor,Q2'14,4,4.40 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4150 Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4150T Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4340TE Processor,Q2'14,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4350 Processor,Q2'14,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4350T Processor,Q2'14,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4360 Processor,Q2'14,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4460 Processor,Q2'14,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4460S Processor,Q2'14,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4460T Processor,Q2'14,4,2.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4590 Processor,Q2'14,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4590S Processor,Q2'14,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4590T Processor,Q2'14,4,3.00 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4690 Processor,Q2'14,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4690S Processor,Q2'14,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4690T Processor,Q2'14,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4785T Processor,Q2'14,4,3.20 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4790 Processor,Q2'14,4,4.00 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4790S Processor,Q2'14,4,4.00 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4790T Processor,Q2'14,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4025U Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4030U Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4030Y Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i3-4110E Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4110M Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4112E Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4120U Processor,Q2'14,2,,3 MB,Intel® HD Graphics 4400"
"Intel® Core™ i5-4210M Processor,Q2'14,2,3.20 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4210U Processor,Q2'14,2,2.70 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i5-4220Y Processor,Q2'14,2,2.00 GHz,3 MB,Intel® HD Graphics 4200"
"Intel® Core™ i5-4260U Processor,Q2'14,2,2.70 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 5000"
"Intel® Core™ i5-4410E Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4422E Processor,Q2'14,2,2.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4510U Processor,Q2'14,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i7-4710HQ Processor,Q2'14,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4710MQ Processor,Q2'14,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4712HQ Processor,Q2'14,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4712MQ Processor,Q2'14,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4760HQ Processor,Q2'14,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i5-4402EC Processor,Q1'14,2,,4 MB Intel® Smart Cache,"
"Intel® Core™ i7-4700EC Processor,Q1'14,4,,8 MB Intel® Smart Cache,"
"Intel® Core™ i7-4702EC Processor,Q1'14,4,,8 MB Intel® Smart Cache,"
"Intel® Core™ i5-4310M Processor,Q1'14,2,3.40 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4310U Processor,Q1'14,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i5-4340M Processor,Q1'14,2,3.60 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4360U Processor,Q1'14,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 5000"
"Intel® Core™ i7-4610M Processor,Q1'14,2,3.70 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4810MQ Processor,Q1'14,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4860HQ Processor,Q1'14,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i7-4910MQ Processor,Q1'14,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4940MX Processor Extreme Edition,Q1'14,4,4.00 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-3115C Processor,Q3'13,2,,4 MB L3 Cache,"
"Intel® Core™ i7-4820K Processor,Q3'13,4,3.90 GHz,10 MB Intel® Smart Cache,"
"Intel® Core™ i7-4930K Processor,Q3'13,6,3.90 GHz,12 MB Intel® Smart Cache,"
"Intel® Core™ i7-4960X Processor Extreme Edition,Q3'13,6,4.00 GHz,15 MB Intel® Smart Cache,"
"Intel® Core™ i3-4000M Processor,Q4'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4005U Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4012Y Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i3-4020Y Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i3-4100E Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4100M Processor,Q4'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4102E Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4130 Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4130T Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4330 Processor,Q3'13,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4330T Processor,Q3'13,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4330TE Processor,Q3'13,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-4340 Processor,Q3'13,2,,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-3340 Processor,Q3'13,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3340S Processor,Q3'13,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-4200H Processor,Q4'13,2,3.40 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4200M Processor,Q4'13,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4202Y Processor,Q3'13,2,2.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i5-4210Y Processor,Q3'13,2,1.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i5-4300M Processor,Q4'13,2,3.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4300U Processor,Q3'13,2,2.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i5-4300Y Processor,Q3'13,2,2.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i5-4302Y Processor,Q3'13,2,2.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i5-4330M Processor,Q4'13,2,3.50 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4400E Processor,Q3'13,2,3.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4402E Processor,Q3'13,2,2.70 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4440 Processor,Q3'13,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4440S Processor,Q3'13,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4600M Processor,Q4'13,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4600U Processor,Q3'13,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i7-4610Y Processor,Q3'13,2,2.90 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i7-4771 Processor,Q3'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4960HQ Processor,Q4'13,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i3-3245 Processor,Q2'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-3250 Processor,Q2'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i3-3250T Processor,Q2'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i7-4750HQ Processor,Q3'13,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i7-4850HQ Processor,Q3'13,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i7-4950HQ Processor,Q3'13,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i3-4010U Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4010Y Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i3-4100U Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i3-4158U Processor,Q3'13,2,,3 MB Intel® Smart Cache,Intel® Iris® Graphics 5100"
